datetime,precipitation,tempmax,tempmin,wind,weather
31-10-2021,0,29.1,16.8,9.4,Clear
01-11-2021,0,29,16,5.4,Clear
02-11-2021,0,28.8,16,7.6,Clear
03-11-2021,0,29.6,16,5.4,Clear
04-11-2021,0,29.3,17,9.4,Clear
05-11-2021,0,29.3,17,7.6,Clear
06-11-2021,0,28,15,11.2,Clear
07-11-2021,0,26,15,5.4,RainCloudy
08-11-2021,0,28.4,15,11.2,Clear
09-11-2021,0,29,15.9,3.6,Clear
10-11-2021,0,29.1,14.8,3.6,Clear
11-11-2021,0,29.1,16,3.6,Clear
12-11-2021,0,29,15,7.6,Clear
13-11-2021,0,28,15,7.6,Clear
14-11-2021,0,27.5,15,3.6,Clear
15-11-2021,0,27.6,15,7.6,Clear
16-11-2021,0,27,14,3.6,Clear
17-11-2021,0,26.6,14,7.6,RainCloudy
18-11-2021,0,24.4,14,7.6,RainCloudy
19-11-2021,0,25.1,17,9.4,RainCloudy
20-11-2021,0.97,25.8,18,9.4,RainCloudy
21-11-2021,0,29.1,16,14.8,Clear
22-11-2021,0,27,15,20.5,Clear
23-11-2021,0,26.5,11,11.2,Clear
24-11-2021,0,27.1,12,3.6,Clear
25-11-2021,0,26,12.4,7.6,Clear
26-11-2021,0,26.4,12,3.6,Clear
27-11-2021,0,27,13,7.6,Clear
28-11-2021,0,27.3,12.9,7.6,Clear
29-11-2021,0,26,14,11.2,Clear
30-11-2021,0,26.8,14,3.6,RainCloudy
01-12-2021,0,25.1,14,7.6,RainCloudy
02-12-2021,0,26.1,16,10.9,RainCloudy
03-12-2021,0,25,15.9,9.4,RainCloudy
04-12-2021,0,27.5,13,3.6,Clear
05-12-2021,0,26.8,15,11.2,RainCloudy
06-12-2021,0,25.8,18.1,9.4,RainCloudy
07-12-2021,0,26.5,14.9,14.8,Clear
08-12-2021,0,25.4,12,7.6,Clear
09-12-2021,0,25,11,5.6,Clear
10-12-2021,0,23.3,10.3,13,Clear
11-12-2021,0,23.4,12,11.2,Clear
12-12-2021,0,24.7,9,5.4,Clear
13-12-2021,0,22.8,9.1,5.4,Clear
14-12-2021,0,23.2,9.9,5.4,Clear
15-12-2021,0,24.4,11.9,11.2,Clear
16-12-2021,0,23.6,12,11.2,Clear
17-12-2021,0,22.5,13.1,13,RainCloudy
18-12-2021,0,19.6,7,22.3,Clear
19-12-2021,0,19,6,11.2,Clear
20-12-2021,0,19.4,6,7.6,Clear
21-12-2021,0,21.5,5.9,7.6,Clear
22-12-2021,0,24.4,6.5,5.4,Clear
23-12-2021,0,22.3,7.4,3.6,Clear
24-12-2021,0,23.1,8.3,11.2,Clear
25-12-2021,0,24,9.8,5.4,Clear
26-12-2021,0,21.6,10.8,5.4,RainCloudy
27-12-2021,0,22.3,12,4.5,RainCloudy
28-12-2021,0,30.1,13,7.6,RainCloudy
29-12-2021,10.4,17,12.3,16.6,RainCloudy
30-12-2021,0,18.4,9,81.7,RainCloudy
31-12-2021,0,19.6,11.7,9.4,RainCloudy
